order_id,order_date,week_start,store_id,product_id,quantity,catalog_unit_price,transaction_unit_price,revenue,synthetic_flag
ORD000000029,2025-01-17,2025-01-13,S001,P001,9,135.63,130.88,1177.92,1
ORD000000030,2025-01-15,2025-01-13,S001,P001,1,135.63,130.42,130.42,1
ORD000000031,2025-01-16,2025-01-13,S001,P001,9,135.63,130.16,1171.44,1
ORD000000032,2025-01-15,2025-01-13,S001,P001,4,135.63,129.54,518.16,1
ORD000000033,2025-01-21,2025-01-20,S001,P001,3,135.63,131.01,393.03,1
ORD000000034,2025-01-20,2025-01-20,S001,P001,7,135.63,129.97,909.79,1
ORD000000035,2025-01-25,2025-01-20,S001,P001,2,135.63,135.59,271.18,1
ORD000000036,2025-01-25,2025-01-20,S001,P001,8,135.63,130.34,1042.72,1
ORD000000037,2025-01-23,2025-01-20,S001,P001,7,135.63,130.84,915.88,1
ORD000000038,2025-01-25,2025-01-20,S001,P001,3,135.63,131.86,395.58,1
ORD000000039,2025-01-23,2025-01-20,S001,P001,5,135.63,131.78,658.90,1
ORD000000040,2025-01-20,2025-01-20,S001,P001,1,135.63,133.98,133.98,1
ORD000000041,2025-01-23,2025-01-20,S001,P001,2,135.63,131.10,262.20,1
ORD000000042,2025-01-23,2025-01-20,S001,P001,7,135.63,129.83,908.81,1
ORD000000043,2025-01-20,2025-01-20,S001,P001,6,135.63,130.44,782.64,1
ORD000000044,2025-01-24,2025-01-20,S001,P001,6,135.63,131.79,790.74,1
ORD000000045,2025-01-20,2025-01-20,S001,P001,6,135.63,131.83,790.98,1
ORD000000046,2025-01-22,2025-01-20,S001,P001,8,135.63,131.53,1052.24,1
ORD000000047,2025-01-22,2025-01-20,S001,P001,1,135.63,132.67,132.67,1
ORD000000048,2025-01-21,2025-01-20,S001,P001,4,135.63,133.76,535.04,1
ORD000000049,2025-02-02,2025-01-27,S001,P001,5,135.63,129.84,649.20,1
ORD000000050,2025-01-28,2025-01-27,S001,P001,1,135.63,130.06,130.06,1
ORD000000051,2025-02-01,2025-01-27,S001,P001,1,135.63,133.73,133.73,1
ORD000000052,2025-01-29,2025-01-27,S001,P001,10,135.63,132.69,1326.90,1
ORD000000053,2025-01-27,2025-01-27,S001,P001,7,135.63,131.85,922.95,1
ORD000000054,2025-02-01,2025-01-27,S001,P001,6,135.63,128.86,773.16,1
ORD000000055,2025-01-29,2025-01-27,S001,P001,7,135.63,132.88,930.16,1
ORD000000056,2025-02-01,2025-01-27,S001,P001,5,135.63,133.46,667.30,1
ORD000000057,2025-01-29,2025-01-27,S001,P001,2,135.63,135.48,270.96,1
ORD000000058,2025-01-27,2025-01-27,S001,P001,2,135.63,130.39,260.78,1
ORD000000059,2025-01-31,2025-01-27,S001,P001,8,135.63,132.50,1060.00,1
ORD000000060,2025-01-28,2025-01-27,S001,P001,8,135.63,129.51,1036.08,1
ORD000000061,2025-02-02,2025-01-27,S001,P001,6,135.63,134.60,807.60,1
ORD000000062,2025-01-31,2025-01-27,S001,P001,5,135.63,132.27,661.35,1
ORD000000063,2025-01-28,2025-01-27,S001,P001,5,135.63,133.05,665.25,1
ORD000000064,2025-01-29,2025-01-27,S001,P001,2,135.63,130.99,261.98,1
ORD000000065,2025-01-31,2025-01-27,S001,P001,2,135.63,133.18,266.36,1
ORD000000066,2025-02-02,2025-01-27,S001,P001,1,135.63,135.05,135.05,1
ORD000000067,2025-02-03,2025-02-03,S001,P001,4,135.63,133.34,533.36,1
ORD000000068,2025-02-05,2025-02-03,S001,P001,10,135.63,129.46,1294.60,1
ORD000000069,2025-02-07,2025-02-03,S001,P001,5,135.63,132.52,662.60,1
ORD000000070,2025-02-08,2025-02-03,S001,P001,3,135.63,129.05,387.15,1
ORD000000071,2025-02-08,2025-02-03,S001,P001,3,135.63,133.87,401.61,1
ORD000000072,2025-02-08,2025-02-03,S001,P001,8,135.63,132.58,1060.64,1
ORD000000073,2025-02-04,2025-02-03,S001,P001,8,135.63,135.10,1080.80,1
ORD000000074,2025-02-06,2025-02-03,S001,P001,1,135.63,129.50,129.50,1
ORD000000075,2025-02-06,2025-02-03,S001,P001,2,135.63,130.86,261.72,1
ORD000000076,2025-02-08,2025-02-03,S001,P001,3,135.63,133.55,400.65,1
ORD000000077,2025-02-07,2025-02-03,S001,P001,9,135.63,131.91,1187.19,1
ORD000000078,2025-02-06,2025-02-03,S001,P001,2,135.63,129.81,259.62,1
ORD000000079,2025-02-08,2025-02-03,S001,P001,1,135.63,132.29,132.29,1
ORD000000080,2025-02-07,2025-02-03,S001,P001,8,135.63,132.70,1061.60,1
ORD000000081,2025-02-07,2025-02-03,S001,P001,1,135.63,134.68,134.68,1
ORD000000082,2025-02-07,2025-02-03,S001,P001,1,135.63,134.99,134.99,1
ORD000000083,2025-02-14,2025-02-10,S001,P001,7,135.63,135.06,945.42,1
ORD000000084,2025-02-12,2025-02-10,S001,P001,8,135.63,130.29,1042.32,1
ORD000000085,2025-02-11,2025-02-10,S001,P001,1,135.63,132.28,132.28,1
ORD000000086,2025-02-12,2025-02-10,S001,P001,2,135.63,131.15,262.30,1
ORD000000087,2025-02-14,2025-02-10,S001,P001,2,135.63,134.94,269.88,1
ORD000000088,2025-02-14,2025-02-10,S001,P001,2,135.63,130.25,260.50,1
ORD000000089,2025-02-12,2025-02-10,S001,P001,2,135.63,129.35,258.70,1
ORD000000090,2025-02-14,2025-02-10,S001,P001,10,135.63,132.61,1326.10,1
ORD000000091,2025-02-14,2025-02-10,S001,P001,4,135.63,131.62,526.48,1
ORD000000092,2025-02-10,2025-02-10,S001,P001,3,135.63,134.61,403.83,1
ORD000000093,2025-02-12,2025-02-10,S001,P001,10,135.63,132.36,1323.60,1
ORD000000094,2025-02-15,2025-02-10,S001,P001,5,135.63,135.20,676.00,1
ORD000000095,2025-02-11,2025-02-10,S001,P001,1,135.63,132.33,132.33,1
ORD000000096,2025-02-13,2025-02-10,S001,P001,7,135.63,132.63,928.41,1
ORD000000097,2025-02-11,2025-02-10,S001,P001,10,135.63,131.75,1317.50,1
ORD000000098,2025-02-13,2025-02-10,S001,P001,1,135.63,132.42,132.42,1
ORD000000099,2025-02-18,2025-02-17,S001,P001,9,135.63,129.16,1162.44,1
ORD000000100,2025-02-20,2025-02-17,S001,P001,4,135.63,132.10,528.40,1
ORD000000101,2025-02-20,2025-02-17,S001,P001,9,135.63,133.70,1203.30,1
ORD000000102,2025-02-19,2025-02-17,S001,P001,1,135.63,130.03,130.03,1
ORD000000103,2025-02-23,2025-02-17,S001,P001,1,135.63,131.95,131.95,1
ORD000000104,2025-02-19,2025-02-17,S001,P001,2,135.63,131.87,263.74,1
ORD000000105,2025-02-17,2025-02-17,S001,P001,4,135.63,131.11,524.44,1
ORD000000106,2025-02-17,2025-02-17,S001,P001,7,135.63,133.73,936.11,1
ORD000000107,2025-02-21,2025-02-17,S001,P001,3,135.63,130.68,392.04,1
ORD000000108,2025-02-23,2025-02-17,S001,P001,8,135.63,130.41,1043.28,1
ORD000000109,2025-02-17,2025-02-17,S001,P001,4,135.63,131.47,525.88,1
ORD000000110,2025-02-23,2025-02-17,S001,P001,10,135.63,134.07,1340.70,1
ORD000000111,2025-02-17,2025-02-17,S001,P001,3,135.63,134.68,404.04,1
ORD000000112,2025-02-20,2025-02-17,S001,P001,6,135.63,133.12,798.72,1
ORD000000113,2025-02-22,2025-02-17,S001,P001,4,135.63,132.51,530.04,1
ORD000000114,2025-02-23,2025-02-17,S001,P001,9,135.63,133.49,1201.41,1
ORD000000115,2025-02-23,2025-02-17,S001,P001,1,135.63,131.32,131.32,1
ORD000000116,2025-02-21,2025-02-17,S001,P001,1,135.63,132.13,132.13,1
ORD000000117,2025-02-23,2025-02-17,S001,P001,1,135.63,133.89,133.89,1
ORD000000118,2025-03-02,2025-02-24,S001,P001,10,135.63,134.41,1344.10,1
ORD000000119,2025-02-27,2025-02-24,S001,P001,2,135.63,135.33,270.66,1
ORD000000120,2025-02-27,2025-02-24,S001,P001,3,135.63,129.05,387.15,1
ORD000000121,2025-02-25,2025-02-24,S001,P001,10,135.63,129.58,1295.80,1
ORD000000122,2025-03-01,2025-02-24,S001,P001,1,135.63,129.89,129.89,1
ORD000000123,2025-02-25,2025-02-24,S001,P001,9,135.63,129.57,1166.13,1
ORD000000124,2025-02-27,2025-02-24,S001,P001,2,135.63,132.44,264.88,1
ORD000000125,2025-02-24,2025-02-24,S001,P001,4,135.63,130.39,521.56,1
ORD000000126,2025-02-28,2025-02-24,S001,P001,4,135.63,132.85,531.40,1
ORD000000127,2025-03-02,2025-02-24,S001,P001,4,135.63,134.99,539.96,1
ORD000000128,2025-03-01,2025-02-24,S001,P001,8,135.63,133.05,1064.40,1
ORD000000129,2025-02-24,2025-02-24,S001,P001,3,135.63,129.27,387.81,1
ORD000000130,2025-02-25,2025-02-24,S001,P001,10,135.63,135.43,1354.30,1
ORD000000131,2025-02-24,2025-02-24,S001,P001,2,135.63,129.99,259.98,1
ORD000000132,2025-02-25,2025-02-24,S001,P001,9,135.63,130.56,1175.04,1
ORD000000133,2025-02-26,2025-02-24,S001,P001,2,135.63,131.56,263.12,1
ORD000000134,2025-03-02,2025-02-24,S001,P001,8,135.63,135.33,1082.64,1
ORD000000135,2025-02-25,2025-02-24,S001,P001,2,135.63,133.53,267.06,1
ORD000000136,2025-03-01,2025-02-24,S001,P001,7,135.63,133.46,934.22,1
ORD000000137,2025-03-06,2025-03-03,S001,P001,10,135.63,132.24,1322.40,1
ORD000000138,2025-03-04,2025-03-03,S001,P001,5,135.63,129.28,646.40,1
ORD000000139,2025-03-04,2025-03-03,S001,P001,1,135.63,134.07,134.07,1
ORD000000140,2025-03-03,2025-03-03,S001,P001,3,135.63,135.52,406.56,1
ORD000000141,2025-03-09,2025-03-03,S001,P001,7,135.63,134.80,943.60,1
ORD000000142,2025-03-06,2025-03-03,S001,P001,3,135.63,129.34,388.02,1
ORD000000143,2025-03-08,2025-03-03,S001,P001,7,135.63,131.68,921.76,1
ORD000000144,2025-03-04,2025-03-03,S001,P001,5,135.63,129.76,648.80,1
ORD000000145,2025-03-03,2025-03-03,S001,P001,9,135.63,130.77,1176.93,1
ORD000000146,2025-03-08,2025-03-03,S001,P001,1,135.63,130.03,130.03,1
ORD000000147,2025-03-06,2025-03-03,S001,P001,2,135.63,134.79,269.58,1
ORD000000148,2025-03-09,2025-03-03,S001,P001,6,135.63,135.09,810.54,1
ORD000000149,2025-03-09,2025-03-03,S001,P001,4,135.63,133.60,534.40,1
ORD000000150,2025-03-06,2025-03-03,S001,P001,2,135.63,132.18,264.36,1
ORD000000151,2025-03-05,2025-03-03,S001,P001,7,135.63,129.15,904.05,1
ORD000000152,2025-03-05,2025-03-03,S001,P001,3,135.63,129.11,387.33,1
ORD000000153,2025-03-06,2025-03-03,S001,P001,2,135.63,135.47,270.94,1
ORD000000154,2025-03-13,2025-03-10,S001,P001,6,135.63,134.63,807.78,1
ORD000000155,2025-03-15,2025-03-10,S001,P001,7,135.63,134.91,944.37,1
ORD000000156,2025-03-10,2025-03-10,S001,P001,8,135.63,130.54,1044.32,1
ORD000000157,2025-03-10,2025-03-10,S001,P001,5,135.63,129.07,645.35,1
ORD000000158,2025-03-14,2025-03-10,S001,P001,2,135.63,134.41,268.82,1
ORD000000159,2025-03-15,2025-03-10,S001,P001,10,135.63,130.18,1301.80,1
ORD000000160,2025-03-13,2025-03-10,S001,P001,5,135.63,131.33,656.65,1
ORD000000161,2025-03-15,2025-03-10,S001,P001,8,135.63,135.52,1084.16,1
ORD000000162,2025-03-10,2025-03-10,S001,P001,7,135.63,133.68,935.76,1
ORD000000163,2025-03-11,2025-03-10,S001,P001,9,135.63,130.22,1171.98,1
ORD000000164,2025-03-11,2025-03-10,S001,P001,5,135.63,133.36,666.80,1
ORD000000165,2025-03-15,2025-03-10,S001,P001,6,135.63,131.52,789.12,1
ORD000000166,2025-03-16,2025-03-10,S001,P001,10,135.63,130.52,1305.20,1
ORD000000167,2025-03-12,2025-03-10,S001,P001,4,135.63,132.84,531.36,1
ORD000000168,2025-03-12,2025-03-10,S001,P001,1,135.63,129.34,129.34,1
ORD000000169,2025-03-12,2025-03-10,S001,P001,1,135.63,134.87,134.87,1
ORD000000170,2025-03-23,2025-03-17,S001,P001,7,135.63,129.74,908.18,1
ORD000000171,2025-03-20,2025-03-17,S001,P001,3,135.63,132.02,396.06,1
ORD000000172,2025-03-18,2025-03-17,S001,P001,3,135.63,134.03,402.09,1
ORD000000173,2025-03-22,2025-03-17,S001,P001,10,135.63,129.92,1299.20,1
ORD000000174,2025-03-23,2025-03-17,S001,P001,9,135.63,134.92,1214.28,1
ORD000000175,2025-03-17,2025-03-17,S001,P001,9,135.63,132.40,1191.60,1
ORD000000176,2025-03-19,2025-03-17,S001,P001,6,135.63,134.64,807.84,1
ORD000000177,2025-03-22,2025-03-17,S001,P001,2,135.63,133.47,266.94,1
ORD000000178,2025-03-23,2025-03-17,S001,P001,4,135.63,134.65,538.60,1
ORD000000179,2025-03-23,2025-03-17,S001,P001,10,135.63,131.57,1315.70,1
ORD000000180,2025-03-18,2025-03-17,S001,P001,2,135.63,133.70,267.40,1
ORD000000181,2025-03-18,2025-03-17,S001,P001,6,135.63,132.54,795.24,1
ORD000000182,2025-03-20,2025-03-17,S001,P001,2,135.63,135.49,270.98,1
ORD000000183,2025-03-17,2025-03-17,S001,P001,8,135.63,134.31,1074.48,1
ORD000000184,2025-03-22,2025-03-17,S001,P001,2,135.63,135.28,270.56,1
ORD000000185,2025-03-21,2025-03-17,S001,P001,5,135.63,132.13,660.65,1
ORD000000186,2025-03-22,2025-03-17,S001,P001,6,135.63,132.96,797.76,1
ORD000000187,2025-03-19,2025-03-17,S001,P001,2,135.63,128.94,257.88,1
ORD000000188,2025-03-29,2025-03-24,S001,P001,6,135.63,129.69,778.14,1
ORD000000189,2025-03-29,2025-03-24,S001,P001,8,135.63,132.00,1056.00,1
ORD000000190,2025-03-27,2025-03-24,S001,P001,1,135.63,134.41,134.41,1
ORD000000191,2025-03-25,2025-03-24,S001,P001,9,135.63,134.08,1206.72,1
ORD000000192,2025-03-28,2025-03-24,S001,P001,3,135.63,131.75,395.25,1
ORD000000193,2025-03-26,2025-03-24,S001,P001,10,135.63,133.72,1337.20,1
ORD000000194,2025-03-24,2025-03-24,S001,P001,1,135.63,133.09,133.09,1
ORD000000195,2025-03-27,2025-03-24,S001,P001,10,135.63,129.57,1295.70,1
ORD000000196,2025-03-24,2025-03-24,S001,P001,2,135.63,129.97,259.94,1
ORD000000197,2025-03-24,2025-03-24,S001,P001,2,135.63,132.89,265.78,1
ORD000000198,2025-03-28,2025-03-24,S001,P001,10,135.63,134.97,1349.70,1
ORD000000199,2025-03-29,2025-03-24,S001,P001,6,135.63,130.19,781.14,1
ORD000000200,2025-04-01,2025-03-31,S001,P001,10,135.63,128.98,1289.80,1
ORD000000201,2025-04-05,2025-03-31,S001,P001,4,135.63,131.70,526.80,1
ORD000000202,2025-04-04,2025-03-31,S001,P001,8,135.63,131.28,1050.24,1
ORD000000203,2025-04-05,2025-03-31,S001,P001,7,135.63,130.61,914.27,1
ORD000000204,2025-04-05,2025-03-31,S001,P001,2,135.63,132.00,264.00,1
ORD000000205,2025-04-03,2025-03-31,S001,P001,4,135.63,129.07,516.28,1
ORD000000206,2025-04-05,2025-03-31,S001,P001,9,135.63,132.50,1192.50,1
ORD000000207,2025-04-02,2025-03-31,S001,P001,8,135.63,130.98,1047.84,1
ORD000000208,2025-04-01,2025-03-31,S001,P001,7,135.63,133.83,936.81,1
ORD000000209,2025-03-31,2025-03-31,S001,P001,1,135.63,132.69,132.69,1
ORD000000210,2025-04-01,2025-03-31,S001,P001,5,135.63,132.81,664.05,1
ORD000000211,2025-04-01,2025-03-31,S001,P001,7,135.63,133.34,933.38,1
ORD000000212,2025-04-03,2025-03-31,S001,P001,2,135.63,133.15,266.30,1
ORD000000213,2025-04-02,2025-03-31,S001,P001,3,135.63,132.69,398.07,1
ORD000000214,2025-04-08,2025-04-07,S001,P001,4,135.63,130.98,523.92,1
ORD000000215,2025-04-09,2025-04-07,S001,P001,3,135.63,130.25,390.75,1
ORD000000216,2025-04-11,2025-04-07,S001,P001,10,135.63,129.40,1294.00,1
ORD000000217,2025-04-10,2025-04-07,S001,P001,9,135.63,130.41,1173.69,1
ORD000000218,2025-04-10,2025-04-07,S001,P001,4,135.63,132.00,528.00,1
ORD000000219,2025-04-12,2025-04-07,S001,P001,10,135.63,132.31,1323.10,1
ORD000000220,2025-04-08,2025-04-07,S001,P001,7,135.63,130.16,911.12,1
ORD000000221,2025-04-10,2025-04-07,S001,P001,6,135.63,130.44,782.64,1
ORD000000222,2025-04-07,2025-04-07,S001,P001,7,135.63,133.68,935.76,1
ORD000000223,2025-04-12,2025-04-07,S001,P001,2,135.63,135.40,270.80,1
ORD000000224,2025-04-11,2025-04-07,S001,P001,3,135.63,130.91,392.73,1
ORD000000225,2025-04-13,2025-04-07,S001,P001,6,135.63,129.39,776.34,1
ORD000000226,2025-04-13,2025-04-07,S001,P001,1,135.63,131.47,131.47,1
ORD000000227,2025-04-07,2025-04-07,S001,P001,4,135.63,131.41,525.64,1
ORD000000228,2025-04-12,2025-04-07,S001,P001,1,135.63,131.70,131.70,1
ORD000000229,2025-04-17,2025-04-14,S001,P001,1,135.63,129.28,129.28,1
ORD000000230,2025-04-14,2025-04-14,S001,P001,8,135.63,129.12,1032.96,1
ORD000000231,2025-04-15,2025-04-14,S001,P001,10,135.63,130.19,1301.90,1
ORD000000232,2025-04-18,2025-04-14,S001,P001,5,135.63,132.61,663.05,1
ORD000000233,2025-04-20,2025-04-14,S001,P001,8,135.63,130.23,1041.84,1
ORD000000234,2025-04-20,2025-04-14,S001,P001,10,135.63,135.02,1350.20,1
ORD000000235,2025-04-19,2025-04-14,S001,P001,3,135.63,131.63,394.89,1
ORD000000236,2025-04-14,2025-04-14,S001,P001,1,135.63,132.10,132.10,1
ORD000000237,2025-04-15,2025-04-14,S001,P001,7,135.63,134.48,941.36,1
ORD000000238,2025-04-17,2025-04-14,S001,P001,2,135.63,135.59,271.18,1
ORD000000239,2025-04-17,2025-04-14,S001,P001,6,135.63,132.47,794.82,1
ORD000000240,2025-04-17,2025-04-14,S001,P001,7,135.63,130.69,914.83,1
ORD000000241,2025-04-20,2025-04-14,S001,P001,8,135.63,130.20,1041.60,1
ORD000000242,2025-04-17,2025-04-14,S001,P001,6,135.63,134.03,804.18,1
ORD000000243,2025-04-14,2025-04-14,S001,P001,5,135.63,129.31,646.55,1
ORD000000244,2025-04-14,2025-04-14,S001,P001,2,135.63,130.30,260.60,1
ORD000000245,2025-04-26,2025-04-21,S001,P001,2,135.63,135.05,270.10,1
ORD000000246,2025-04-25,2025-04-21,S001,P001,5,135.63,130.68,653.40,1
ORD000000247,2025-04-27,2025-04-21,S001,P001,5,135.63,130.38,651.90,1
ORD000000248,2025-04-25,2025-04-21,S001,P001,3,135.63,130.68,392.04,1
ORD000000249,2025-04-26,2025-04-21,S001,P001,4,135.63,129.53,518.12,1
ORD000000250,2025-04-26,2025-04-21,S001,P001,9,135.63,131.33,1181.97,1
ORD000000251,2025-04-26,2025-04-21,S001,P001,3,135.63,133.16,399.48,1
ORD000000252,2025-04-23,2025-04-21,S001,P001,6,135.63,133.51,801.06,1
ORD000000253,2025-04-27,2025-04-21,S001,P001,2,135.63,134.63,269.26,1
ORD000000254,2025-04-27,2025-04-21,S001,P001,1,135.63,131.86,131.86,1
ORD000000255,2025-04-26,2025-04-21,S001,P001,5,135.63,133.03,665.15,1
ORD000000256,2025-04-26,2025-04-21,S001,P001,2,135.63,134.44,268.88,1
ORD000000257,2025-04-27,2025-04-21,S001,P001,6,135.63,129.27,775.62,1
ORD000000258,2025-04-26,2025-04-21,S001,P001,3,135.63,131.48,394.44,1
ORD000000259,2025-04-21,2025-04-21,S001,P001,3,135.63,133.08,399.24,1
ORD000000260,2025-04-27,2025-04-21,S001,P001,2,135.63,135.60,271.20,1
ORD000000261,2025-05-03,2025-04-28,S001,P001,8,135.63,129.17,1033.36,1
ORD000000262,2025-04-28,2025-04-28,S001,P001,5,135.63,133.80,669.00,1
ORD000000263,2025-05-04,2025-04-28,S001,P001,9,135.63,131.30,1181.70,1
ORD000000264,2025-04-28,2025-04-28,S001,P001,2,135.63,132.39,264.78,1
ORD000000265,2025-04-28,2025-04-28,S001,P001,6,135.63,130.98,785.88,1
ORD000000266,2025-04-28,2025-04-28,S001,P001,6,135.63,134.99,809.94,1
ORD000000267,2025-05-03,2025-04-28,S001,P001,5,135.63,130.03,650.15,1
ORD000000268,2025-04-30,2025-04-28,S001,P001,5,135.63,129.05,645.25,1
ORD000000269,2025-04-30,2025-04-28,S001,P001,5,135.63,132.63,663.15,1
ORD000000270,2025-04-30,2025-04-28,S001,P001,1,135.63,132.13,132.13,1
ORD000000271,2025-05-03,2025-04-28,S001,P001,10,135.63,130.33,1303.30,1
ORD000000272,2025-04-28,2025-04-28,S001,P001,6,135.63,132.99,797.94,1
ORD000000273,2025-04-28,2025-04-28,S001,P001,10,135.63,129.66,1296.60,1
ORD000000274,2025-04-29,2025-04-28,S001,P001,4,135.63,130.35,521.40,1
ORD000000275,2025-05-03,2025-04-28,S001,P001,1,135.63,135.35,135.35,1
ORD000000276,2025-05-09,2025-05-05,S001,P001,2,135.63,128.85,257.70,1
ORD000000277,2025-05-09,2025-05-05,S001,P001,1,135.63,134.71,134.71,1
ORD000000278,2025-05-09,2025-05-05,S001,P001,7,135.63,135.02,945.14,1
ORD000000279,2025-05-11,2025-05-05,S001,P001,7,135.63,129.77,908.39,1
ORD000000280,2025-05-06,2025-05-05,S001,P001,1,135.63,134.00,134.00,1
ORD000000281,2025-05-06,2025-05-05,S001,P001,5,135.63,129.83,649.15,1
ORD000000282,2025-05-10,2025-05-05,S001,P001,8,135.63,134.29,1074.32,1
ORD000000283,2025-05-11,2025-05-05,S001,P001,1,135.63,133.68,133.68,1
ORD000000284,2025-05-11,2025-05-05,S001,P001,7,135.63,135.39,947.73,1
ORD000000285,2025-05-05,2025-05-05,S001,P001,1,135.63,134.57,134.57,1
ORD000000286,2025-05-10,2025-05-05,S001,P001,1,135.63,131.52,131.52,1
ORD000000287,2025-05-10,2025-05-05,S001,P001,10,135.63,129.09,1290.90,1
ORD000000288,2025-05-07,2025-05-05,S001,P001,3,135.63,129.87,389.61,1
ORD000000289,2025-05-05,2025-05-05,S001,P001,3,135.63,131.09,393.27,1
ORD000000290,2025-05-11,2025-05-05,S001,P001,9,135.63,129.34,1164.06,1
ORD000000291,2025-05-10,2025-05-05,S001,P001,1,135.63,129.89,129.89,1
ORD000000292,2025-05-10,2025-05-05,S001,P001,3,135.63,129.95,389.85,1
ORD000000293,2025-05-08,2025-05-05,S001,P001,1,135.63,135.36,135.36,1
ORD000000294,2025-05-13,2025-05-12,S001,P001,5,135.63,134.87,674.35,1
ORD000000295,2025-05-16,2025-05-12,S001,P001,2,135.63,132.21,264.42,1
ORD000000296,2025-05-17,2025-05-12,S001,P001,6,135.63,131.91,791.46,1
ORD000000297,2025-05-12,2025-05-12,S001,P001,7,135.63,129.85,908.95,1
ORD000000298,2025-05-13,2025-05-12,S001,P001,5,135.63,130.11,650.55,1
ORD000000299,2025-05-12,2025-05-12,S001,P001,8,135.63,134.33,1074.64,1
ORD000000300,2025-05-13,2025-05-12,S001,P001,1,135.63,134.95,134.95,1
ORD000000301,2025-05-15,2025-05-12,S001,P001,8,135.63,128.97,1031.76,1
ORD000000302,2025-05-16,2025-05-12,S001,P001,8,135.63,132.17,1057.36,1
ORD000000303,2025-05-12,2025-05-12,S001,P001,1,135.63,131.45,131.45,1
ORD000000304,2025-05-12,2025-05-12,S001,P001,1,135.63,134.15,134.15,1
ORD000000305,2025-05-15,2025-05-12,S001,P001,8,135.63,130.82,1046.56,1
ORD000000306,2025-05-20,2025-05-19,S001,P001,5,135.63,133.12,665.60,1
ORD000000307,2025-05-24,2025-05-19,S001,P001,1,135.63,134.40,134.40,1
ORD000000308,2025-05-25,2025-05-19,S001,P001,4,135.63,131.62,526.48,1
ORD000000309,2025-05-22,2025-05-19,S001,P001,5,135.63,130.31,651.55,1
ORD000000310,2025-05-23,2025-05-19,S001,P001,3,135.63,129.70,389.10,1
ORD000000311,2025-05-22,2025-05-19,S001,P001,6,135.63,134.65,807.90,1
ORD000000312,2025-05-25,2025-05-19,S001,P001,3,135.63,131.95,395.85,1
ORD000000313,2025-05-21,2025-05-19,S001,P001,4,135.63,131.71,526.84,1
ORD000000314,2025-05-23,2025-05-19,S001,P001,6,135.63,133.88,803.28,1
ORD000000315,2025-05-22,2025-05-19,S001,P001,7,135.63,129.24,904.68,1
ORD000000316,2025-05-20,2025-05-19,S001,P001,2,135.63,132.50,265.00,1
ORD000000317,2025-05-23,2025-05-19,S001,P001,6,135.63,132.89,797.34,1
ORD000000318,2025-05-22,2025-05-19,S001,P001,10,135.63,134.76,1347.60,1
ORD000000319,2025-05-25,2025-05-19,S001,P001,2,135.63,134.72,269.44,1
ORD000000320,2025-05-20,2025-05-19,S001,P001,10,135.63,135.01,1350.10,1
ORD000000321,2025-05-23,2025-05-19,S001,P001,4,135.63,132.73,530.92,1
