date,store_id,product_id,actual_demand,naive_prediction,linear_regression_prediction,random_forest_prediction
2025-12-01,S007,P028,41,40.00000000,45.75866069,43.37000000
2025-12-01,S008,P002,16,16.00000000,15.37097401,13.54000000
2025-12-01,S008,P003,19,17.00000000,21.82954195,20.37000000
2025-12-01,S008,P005,28,34.00000000,31.06579895,27.02000000
2025-12-01,S008,P006,21,16.00000000,20.28043940,16.75000000
2025-12-01,S008,P007,14,12.00000000,15.11217975,13.12000000
2025-12-01,S008,P011,20,23.00000000,24.57039484,22.40000000
2025-12-01,S008,P012,8,9.00000000,11.55503129,9.67000000
2025-12-01,S008,P013,14,15.00000000,16.54122838,13.49000000
2025-12-01,S008,P014,13,16.00000000,18.13487881,16.07000000
2025-12-01,S008,P016,31,33.00000000,31.53985998,28.77000000
2025-12-01,S008,P018,35,28.00000000,32.44599839,28.01000000
2025-12-01,S008,P019,19,21.00000000,22.38991595,19.32000000
2025-12-01,S008,P020,9,7.00000000,11.99568101,9.98000000
2025-12-01,S008,P021,35,22.00000000,30.82672499,30.43000000
2025-12-01,S008,P023,24,15.00000000,23.03994992,22.78000000
2025-12-01,S008,P024,15,14.00000000,17.53134797,14.50000000
2025-12-01,S008,P025,19,17.00000000,19.23600497,14.83000000
2025-12-01,S008,P026,32,34.00000000,36.26938161,31.94000000
2025-12-01,S008,P027,25,26.00000000,25.32264879,23.19000000
2025-12-01,S008,P028,28,24.00000000,29.74057097,27.10000000
2025-12-01,S008,P030,19,17.00000000,20.98851261,20.72000000
2025-12-01,S009,P001,47,65.00000000,66.04119479,66.53000000
2025-12-01,S009,P003,52,41.00000000,53.37071776,54.54000000
2025-12-01,S009,P004,75,73.00000000,82.67822894,79.95000000
2025-12-01,S009,P005,62,58.00000000,80.13061325,76.76000000
2025-12-01,S009,P006,57,53.00000000,51.19079998,45.74000000
2025-12-01,S009,P007,30,42.00000000,39.54975384,34.73000000
2025-12-01,S009,P010,36,39.00000000,42.48451222,44.75000000
2025-12-01,S009,P011,73,74.00000000,73.71862429,71.99000000
2025-12-01,S009,P012,29,27.00000000,30.83282472,27.83000000
2025-12-01,S009,P013,50,45.00000000,44.11429908,37.46000000
2025-12-01,S009,P014,50,43.00000000,47.91899588,46.11000000
2025-12-01,S009,P016,89,92.00000000,93.31400166,94.47000000
2025-12-01,S009,P017,74,91.00000000,87.98050374,84.24000000
2025-12-01,S009,P019,61,46.00000000,58.44614257,50.38000000
2025-12-01,S009,P021,92,64.00000000,80.91165030,82.62000000
2025-12-01,S009,P022,86,80.00000000,87.41599424,74.63000000
2025-12-01,S009,P023,84,67.00000000,73.05918726,60.04000000
2025-12-01,S009,P024,29,46.00000000,49.79578156,48.27000000
2025-12-01,S009,P025,49,51.00000000,51.00221745,50.05000000
2025-12-01,S009,P026,96,70.00000000,88.05116142,86.58000000
2025-12-01,S009,P027,48,76.00000000,67.69302780,64.54000000
2025-12-01,S009,P029,29,25.00000000,29.62514589,26.73000000
2025-12-01,S010,P005,44,42.00000000,48.19573722,47.49000000
2025-12-01,S010,P006,25,35.00000000,31.95431123,28.29000000
2025-12-01,S010,P008,34,23.00000000,33.36952727,32.49000000
2025-12-01,S010,P009,26,31.00000000,27.48356089,22.98000000
2025-12-01,S010,P011,33,34.00000000,39.44284807,37.10000000
2025-12-01,S010,P012,16,9.00000000,16.67927980,14.65000000
2025-12-01,S010,P013,25,19.00000000,26.75083889,24.31000000
2025-12-01,S010,P014,30,28.00000000,30.16003906,27.29000000
2025-12-01,S010,P017,48,45.00000000,50.32884202,47.32000000
2025-12-01,S010,P018,51,54.00000000,57.67998743,52.51000000
2025-12-01,S010,P019,39,35.00000000,34.61999039,29.23000000
2025-12-01,S010,P022,53,48.00000000,53.54819643,53.93000000
2025-12-01,S010,P023,45,40.00000000,41.17179663,40.20000000
2025-12-01,S010,P024,26,21.00000000,29.98632410,27.73000000
2025-12-01,S010,P025,20,27.00000000,29.90776863,28.66000000
2025-12-01,S010,P026,56,55.00000000,55.90257320,52.30000000
2025-12-01,S010,P027,37,41.00000000,40.44551826,40.14000000
2025-12-01,S010,P028,59,45.00000000,49.90056059,50.80000000
2025-12-01,S010,P030,37,33.00000000,32.00047994,26.87000000
2025-12-01,S011,P001,44,36.00000000,40.51263552,37.51000000
2025-12-01,S011,P003,37,26.00000000,31.03458820,28.56000000
2025-12-01,S011,P004,48,40.00000000,48.63300048,49.70000000
2025-12-01,S011,P007,22,26.00000000,24.40309943,22.58000000
2025-12-01,S011,P008,23,21.00000000,31.06854481,29.47000000
2025-12-01,S011,P009,27,24.00000000,25.75279572,22.35000000
2025-12-01,S011,P010,24,24.00000000,25.00035230,23.13000000
2025-12-01,S011,P012,17,15.00000000,16.68531787,15.14000000
2025-12-01,S011,P013,24,26.00000000,26.47288404,20.28000000
2025-12-01,S011,P014,25,24.00000000,28.46557725,24.24000000
2025-12-01,S011,P015,34,35.00000000,35.88566204,30.84000000
2025-12-01,S011,P016,40,43.00000000,48.01429244,43.87000000
2025-12-01,S011,P017,39,49.00000000,50.30483595,47.88000000
2025-12-01,S011,P018,47,57.00000000,54.18085356,52.92000000
2025-12-01,S011,P019,35,34.00000000,33.77945692,30.73000000
2025-12-01,S011,P020,15,17.00000000,18.83213692,16.76000000
2025-12-01,S011,P022,60,51.00000000,51.61069329,52.90000000
2025-12-01,S011,P023,49,44.00000000,39.40711502,38.55000000
2025-12-01,S011,P024,22,31.00000000,30.04312040,29.85000000
2025-12-01,S011,P026,54,59.00000000,53.02986856,50.22000000
2025-12-01,S011,P027,43,29.00000000,38.66129648,35.66000000
2025-12-01,S011,P028,48,52.00000000,49.03518000,46.92000000
2025-12-01,S011,P029,16,12.00000000,17.75870759,16.37000000
2025-12-01,S011,P030,28,25.00000000,31.70588352,25.41000000
2025-12-01,S012,P004,29,29.00000000,30.09760484,27.96000000
2025-12-01,S012,P005,23,22.00000000,26.29098419,22.09000000
2025-12-01,S012,P006,14,15.00000000,17.58096901,14.68000000
2025-12-01,S012,P007,11,13.00000000,15.30263908,13.14000000
2025-12-01,S012,P009,12,14.00000000,15.48584149,12.93000000
2025-12-01,S012,P010,16,12.00000000,15.27122264,12.67000000
2025-12-01,S012,P011,24,24.00000000,24.85914743,19.71000000
2025-12-01,S012,P014,12,17.00000000,17.20351399,15.02000000
2025-12-01,S012,P015,20,23.00000000,21.98448937,18.05000000
2025-12-01,S012,P017,29,31.00000000,28.30319138,25.84000000
2025-12-01,S012,P018,26,30.00000000,31.58195471,28.09000000
2025-12-01,S012,P020,9,10.00000000,11.72040101,9.58000000
2025-12-01,S012,P021,33,33.00000000,30.67011258,29.79000000
2025-12-01,S012,P022,28,32.00000000,32.54856409,31.53000000
2025-12-01,S012,P023,22,23.00000000,23.72723272,22.14000000
2025-12-01,S012,P025,17,14.00000000,17.29659406,14.64000000
2025-12-01,S012,P026,31,23.00000000,29.79042924,28.93000000
2025-12-01,S012,P028,22,23.00000000,28.78116486,27.85000000
2025-12-01,S012,P029,10,9.00000000,11.53075582,9.79000000
2025-12-01,S012,P030,19,16.00000000,18.97953394,17.23000000
2025-12-01,S013,P001,60,62.00000000,66.71295599,66.51000000
2025-12-01,S013,P002,34,40.00000000,37.16188402,32.41000000
2025-12-01,S013,P003,44,50.00000000,49.82921161,46.61000000
2025-12-01,S013,P004,77,80.00000000,77.41252260,75.92000000
2025-12-01,S013,P005,78,87.00000000,73.04043884,73.62000000
2025-12-01,S013,P006,40,52.00000000,48.50655883,42.92000000
2025-12-01,S013,P011,71,74.00000000,67.10683046,65.60000000
2025-12-01,S013,P012,26,19.00000000,24.76401689,20.91000000
2025-12-01,S013,P013,37,35.00000000,40.87908389,37.35000000
2025-12-01,S013,P014,36,51.00000000,45.84237654,39.31000000
2025-12-01,S013,P016,78,66.00000000,77.94528060,72.77000000
2025-12-01,S013,P017,79,65.00000000,77.04351883,75.27000000
2025-12-01,S013,P018,85,74.00000000,78.71885551,71.18000000
2025-12-01,S013,P019,73,53.00000000,52.38865996,54.15000000
2025-12-01,S013,P021,74,60.00000000,76.55600362,81.84000000
2025-12-01,S013,P023,69,74.00000000,68.38875364,65.75000000
2025-12-01,S013,P024,41,41.00000000,44.01430838,42.49000000
2025-12-01,S013,P027,62,66.00000000,60.11376284,61.27000000
2025-12-01,S013,P028,84,64.00000000,74.24549000,68.80000000
2025-12-01,S013,P029,20,28.00000000,26.34462648,23.08000000
2025-12-01,S014,P002,19,22.00000000,23.04462370,19.24000000
2025-12-01,S014,P005,45,39.00000000,44.66384472,51.15000000
2025-12-01,S014,P006,37,30.00000000,29.54339020,27.35000000
2025-12-01,S014,P007,24,22.00000000,25.17828190,22.14000000
2025-12-01,S014,P010,27,14.00000000,24.18023521,21.36000000
2025-12-01,S014,P012,12,15.00000000,17.67738934,13.49000000
2025-12-01,S014,P013,23,25.00000000,27.50755419,24.96000000
2025-12-01,S014,P014,26,31.00000000,32.64368565,26.21000000
2025-12-01,S014,P015,30,34.00000000,34.60722076,32.89000000
2025-12-01,S014,P020,17,11.00000000,18.75001857,16.77000000
2025-12-01,S014,P021,65,56.00000000,54.84104459,50.16000000
2025-12-01,S014,P022,62,49.00000000,55.90887441,52.71000000
2025-12-01,S014,P023,48,36.00000000,42.38403365,40.17000000
2025-12-01,S014,P025,25,28.00000000,31.22856539,28.58000000
2025-12-01,S014,P026,50,66.00000000,56.23085088,60.65000000
2025-12-01,S014,P027,46,46.00000000,42.14506123,36.67000000
2025-12-01,S014,P029,21,19.00000000,19.32066825,14.98000000
2025-12-01,S014,P030,37,30.00000000,34.46072376,31.78000000
2025-12-01,S015,P001,41,35.00000000,41.86427302,38.84000000
2025-12-01,S015,P003,33,31.00000000,33.16315645,28.81000000
2025-12-01,S015,P004,59,32.00000000,46.75618327,48.25000000
2025-12-01,S015,P007,24,22.00000000,24.38831086,22.70000000
2025-12-01,S015,P008,26,39.00000000,35.54745132,28.94000000
2025-12-01,S015,P009,23,18.00000000,24.80417850,25.18000000
2025-12-01,S015,P010,21,29.00000000,27.77197977,24.40000000
2025-12-01,S015,P012,14,17.00000000,18.39460371,15.99000000
2025-12-01,S015,P013,22,21.00000000,25.91432188,26.81000000
2025-12-01,S015,P014,31,26.00000000,28.48241553,30.18000000
2025-12-01,S015,P017,46,61.00000000,54.78858443,47.17000000
2025-12-01,S015,P018,44,44.00000000,51.67498345,53.39000000
2025-12-01,S015,P019,28,32.00000000,35.20573266,32.04000000
2025-12-01,S015,P020,19,18.00000000,19.60784743,16.89000000
2025-12-01,S015,P021,60,56.00000000,55.52760890,50.84000000
2025-12-01,S015,P022,40,51.00000000,55.30747257,54.37000000
2025-12-01,S015,P024,29,29.00000000,30.93012624,27.21000000
2025-12-01,S015,P025,26,25.00000000,32.11500296,28.99000000
2025-12-01,S015,P027,35,54.00000000,45.67314857,35.37000000
2025-12-01,S015,P028,50,37.00000000,50.66173484,53.70000000
2025-12-01,S015,P029,16,19.00000000,20.78461965,15.83000000
2025-12-01,S015,P030,37,26.00000000,33.29264895,33.55000000
2025-12-01,S016,P001,21,22.00000000,22.70750586,22.75000000
2025-12-01,S016,P002,14,10.00000000,13.90755991,10.89000000
2025-12-01,S016,P003,14,14.00000000,19.35305355,17.17000000
2025-12-01,S016,P004,24,31.00000000,29.83014260,24.18000000
2025-12-01,S016,P006,22,16.00000000,19.50854571,17.83000000
2025-12-01,S016,P007,11,11.00000000,15.34542400,13.58000000
2025-12-01,S016,P008,18,15.00000000,19.30025103,15.34000000
2025-12-01,S016,P009,13,14.00000000,15.90109943,12.76000000
2025-12-01,S016,P010,13,14.00000000,16.89103545,13.39000000
2025-12-01,S016,P011,28,21.00000000,25.37637063,23.38000000
2025-12-01,S016,P015,21,21.00000000,21.67796042,20.47000000
2025-12-01,S016,P017,36,28.00000000,30.32641183,26.78000000
2025-12-01,S016,P018,28,33.00000000,31.48886664,30.70000000
2025-12-01,S016,P020,11,11.00000000,12.50906472,9.90000000
2025-12-01,S016,P023,21,22.00000000,25.05008985,23.59000000
2025-12-01,S016,P024,16,18.00000000,18.51223664,14.83000000
2025-12-01,S016,P026,35,35.00000000,34.04444122,26.70000000
2025-12-01,S016,P030,17,22.00000000,20.49119468,16.24000000
2025-12-08,S001,P001,58,71.00000000,71.10031558,60.67000000
2025-12-08,S001,P002,33,33.00000000,37.73008682,32.76000000
2025-12-08,S001,P005,64,68.00000000,76.23986532,73.63000000
2025-12-08,S001,P006,55,50.00000000,54.03469761,52.12000000
2025-12-08,S001,P007,41,40.00000000,42.10501039,37.74000000
2025-12-08,S001,P008,70,55.00000000,55.34192612,53.32000000
2025-12-08,S001,P009,38,33.00000000,42.46298094,41.69000000
2025-12-08,S001,P011,78,70.00000000,73.37706879,66.92000000
2025-12-08,S001,P012,30,27.00000000,28.79933838,24.25000000
2025-12-08,S001,P013,42,27.00000000,41.03435044,40.48000000
2025-12-08,S001,P014,45,49.00000000,46.69491407,43.64000000
2025-12-08,S001,P015,52,56.00000000,59.80590530,58.89000000
2025-12-08,S001,P016,77,74.00000000,89.55547170,86.79000000
2025-12-08,S001,P018,75,73.00000000,83.51507927,82.33000000
2025-12-08,S001,P019,53,55.00000000,55.43671284,52.58000000
2025-12-08,S001,P020,28,22.00000000,30.50571130,27.24000000
2025-12-08,S001,P022,71,86.00000000,92.92401503,89.12000000
2025-12-08,S001,P023,71,67.00000000,70.74421657,60.63000000
2025-12-08,S001,P025,50,45.00000000,47.40502890,45.05000000
2025-12-08,S001,P027,61,79.00000000,73.58446169,58.08000000
2025-12-08,S001,P028,87,69.00000000,80.59060851,74.21000000
2025-12-08,S001,P029,33,30.00000000,30.62557027,27.18000000
2025-12-08,S002,P001,44,51.00000000,47.02104724,38.94000000
2025-12-08,S002,P002,26,21.00000000,26.64431147,24.41000000
2025-12-08,S002,P003,29,37.00000000,39.27076781,31.29000000
2025-12-08,S002,P004,62,53.00000000,53.21248953,48.56000000
2025-12-08,S002,P006,32,29.00000000,33.35267197,30.66000000
2025-12-08,S002,P008,36,29.00000000,34.82200735,32.31000000
2025-12-08,S002,P010,28,30.00000000,31.04971340,26.85000000
2025-12-08,S002,P011,46,44.00000000,47.04272207,41.11000000
2025-12-08,S002,P012,24,19.00000000,19.86902204,16.25000000
2025-12-08,S002,P013,25,21.00000000,30.00397823,28.94000000
2025-12-08,S002,P015,39,39.00000000,41.51712047,33.44000000
2025-12-08,S002,P016,54,59.00000000,61.46848533,49.35000000
2025-12-08,S002,P017,62,57.00000000,59.59381523,57.92000000
2025-12-08,S002,P019,30,32.00000000,37.96627532,31.68000000
2025-12-08,S002,P020,21,17.00000000,22.08564874,17.58000000
2025-12-08,S002,P021,48,58.00000000,59.68629359,49.80000000
2025-12-08,S002,P022,68,48.00000000,59.64400314,59.80000000
2025-12-08,S002,P023,43,44.00000000,49.03673070,46.99000000
2025-12-08,S002,P026,54,66.00000000,63.89510304,57.04000000
2025-12-08,S002,P027,54,44.00000000,45.44504872,40.64000000
2025-12-08,S002,P029,24,13.00000000,20.30502474,17.20000000
2025-12-08,S002,P030,34,32.00000000,36.30161244,31.40000000
2025-12-08,S003,P001,56,45.00000000,46.20249233,42.82000000
2025-12-08,S003,P002,21,24.00000000,25.64944443,24.02000000
2025-12-08,S003,P004,42,40.00000000,52.00144151,54.74000000
2025-12-08,S003,P007,22,13.00000000,26.90661473,24.39000000
2025-12-08,S003,P008,31,33.00000000,37.47238142,34.92000000
2025-12-08,S003,P009,27,27.00000000,28.70711599,24.24000000
2025-12-08,S003,P010,26,26.00000000,29.45848396,25.54000000
2025-12-08,S003,P012,18,16.00000000,18.63505892,15.13000000
2025-12-08,S003,P015,35,37.00000000,41.00424871,36.09000000
2025-12-08,S003,P016,54,39.00000000,56.32064487,54.57000000
2025-12-08,S003,P017,71,58.00000000,58.20193986,45.71000000
2025-12-08,S003,P019,38,42.00000000,40.09523635,32.29000000
2025-12-08,S003,P020,13,20.00000000,21.31457993,18.22000000
2025-12-08,S003,P021,66,49.00000000,58.81663319,53.72000000
2025-12-08,S003,P022,59,45.00000000,54.90095139,50.33000000
2025-12-08,S003,P025,25,31.00000000,35.43598936,34.63000000
2025-12-08,S003,P026,65,64.00000000,58.68198531,52.16000000
2025-12-08,S003,P028,43,61.00000000,56.66962074,45.26000000
2025-12-08,S004,P001,19,21.00000000,23.16444808,20.10000000
2025-12-08,S004,P002,9,14.00000000,14.96198086,10.14000000
2025-12-08,S004,P003,15,18.00000000,20.73814155,15.05000000
2025-12-08,S004,P004,25,28.00000000,29.49008875,24.50000000
2025-12-08,S004,P005,23,22.00000000,25.81930296,23.04000000
2025-12-08,S004,P007,10,14.00000000,15.07290970,12.60000000
2025-12-08,S004,P008,21,13.00000000,20.51625503,16.65000000
2025-12-08,S004,P009,12,14.00000000,16.40528259,12.98000000
2025-12-08,S004,P011,21,26.00000000,24.50009571,19.08000000
2025-12-08,S004,P012,10,7.00000000,10.66564227,10.33000000
2025-12-08,S004,P013,16,13.00000000,16.85144235,12.42000000
2025-12-08,S004,P015,18,20.00000000,21.75211582,17.58000000
2025-12-08,S004,P016,22,28.00000000,31.84605482,29.47000000
2025-12-08,S004,P018,27,32.00000000,30.82198186,26.08000000
2025-12-08,S004,P019,20,21.00000000,22.04819029,15.56000000
2025-12-08,S004,P020,8,11.00000000,12.56889729,9.77000000
2025-12-08,S004,P023,18,24.00000000,24.29967840,24.33000000
2025-12-08,S004,P024,12,15.00000000,18.32359950,14.47000000
2025-12-08,S004,P025,12,19.00000000,18.33794319,14.67000000
2025-12-08,S004,P027,25,19.00000000,23.66459909,23.59000000
2025-12-08,S004,P028,29,27.00000000,28.72413453,24.57000000
2025-12-08,S004,P029,8,6.00000000,11.42708148,10.17000000
2025-12-08,S004,P030,16,15.00000000,19.26209997,16.64000000
2025-12-08,S005,P002,32,41.00000000,36.03186334,29.80000000
2025-12-08,S005,P003,58,50.00000000,53.73548998,49.97000000
2025-12-08,S005,P004,85,83.00000000,88.45113338,75.52000000
2025-12-08,S005,P005,81,74.00000000,75.06193534,73.75000000
2025-12-08,S005,P006,56,36.00000000,44.61160861,43.43000000
2025-12-08,S005,P008,36,50.00000000,52.21953089,47.90000000
